"SUBJECT","Subject","LOCATION","Country","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"CPALTT01","Consumer prices: all items","POL","Poland","GY","Growth on the same period of the previous year","M","Monthly","2021-08","Aug-2021","PC","Percentage","0","Units",,,5.5,,
"CPALTT01","Consumer prices: all items","POL","Poland","GY","Growth on the same period of the previous year","M","Monthly","2021-09","Sep-2021","PC","Percentage","0","Units",,,5.9,,
"CPALTT01","Consumer prices: all items","POL","Poland","GY","Growth on the same period of the previous year","M","Monthly","2021-10","Oct-2021","PC","Percentage","0","Units",,,6.8,,
"CPALTT01","Consumer prices: all items","POL","Poland","GY","Growth on the same period of the previous year","M","Monthly","2021-11","Nov-2021","PC","Percentage","0","Units",,,7.8,,
"CPALTT01","Consumer prices: all items","POL","Poland","GY","Growth on the same period of the previous year","M","Monthly","2021-12","Dec-2021","PC","Percentage","0","Units",,,8.6,,
"CPALTT01","Consumer prices: all items","POL","Poland","GY","Growth on the same period of the previous year","M","Monthly","2022-01","Jan-2022","PC","Percentage","0","Units",,,9.4,,
"CPALTT01","Consumer prices: all items","POL","Poland","GY","Growth on the same period of the previous year","M","Monthly","2022-02","Feb-2022","PC","Percentage","0","Units",,,8.5,,
"CPALTT01","Consumer prices: all items","POL","Poland","GY","Growth on the same period of the previous year","M","Monthly","2022-03","Mar-2022","PC","Percentage","0","Units",,,11,,
"CPALTT01","Consumer prices: all items","POL","Poland","GY","Growth on the same period of the previous year","M","Monthly","2022-04","Apr-2022","PC","Percentage","0","Units",,,12.4,,
"CPALTT01","Consumer prices: all items","POL","Poland","GY","Growth on the same period of the previous year","M","Monthly","2022-05","May-2022","PC","Percentage","0","Units",,,13.9,,
"CPALTT01","Consumer prices: all items","POL","Poland","GY","Growth on the same period of the previous year","M","Monthly","2022-06","Jun-2022","PC","Percentage","0","Units",,,15.5,,
"CPALTT01","Consumer prices: all items","POL","Poland","GY","Growth on the same period of the previous year","M","Monthly","2022-07","Jul-2022","PC","Percentage","0","Units",,,15.6,,
"CPALTT01","Consumer prices: all items","POL","Poland","GY","Growth on the same period of the previous year","M","Monthly","2022-08","Aug-2022","PC","Percentage","0","Units",,,16.1,,
"CPALTT01","Consumer prices: all items","POL","Poland","GY","Growth on the same period of the previous year","M","Monthly","2022-09","Sep-2022","PC","Percentage","0","Units",,,17.2,,
"CPALTT01","Consumer prices: all items","POL","Poland","GY","Growth on the same period of the previous year","M","Monthly","2022-10","Oct-2022","PC","Percentage","0","Units",,,17.9,,
"CPALTT01","Consumer prices: all items","POL","Poland","GY","Growth on the same period of the previous year","M","Monthly","2022-11","Nov-2022","PC","Percentage","0","Units",,,17.5,,
"CPALTT01","Consumer prices: all items","POL","Poland","GY","Growth on the same period of the previous year","M","Monthly","2022-12","Dec-2022","PC","Percentage","0","Units",,,16.6,,
"CPALTT01","Consumer prices: all items","POL","Poland","GY","Growth on the same period of the previous year","M","Monthly","2023-01","Jan-2023","PC","Percentage","0","Units",,,16.6,,
"CPALTT01","Consumer prices: all items","POL","Poland","GY","Growth on the same period of the previous year","M","Monthly","2023-02","Feb-2023","PC","Percentage","0","Units",,,18.4,,
"CPALTT01","Consumer prices: all items","POL","Poland","GY","Growth on the same period of the previous year","M","Monthly","2023-03","Mar-2023","PC","Percentage","0","Units",,,16.1,,
"CPALTT01","Consumer prices: all items","PRT","Portugal","GY","Growth on the same period of the previous year","M","Monthly","2018-01","Jan-2018","PC","Percentage","0","Units",,,1.03186796847897,,
"CPALTT01","Consumer prices: all items","PRT","Portugal","GY","Growth on the same period of the previous year","M","Monthly","2018-02","Feb-2018","PC","Percentage","0","Units",,,0.577230683635838,,
"CPALTT01","Consumer prices: all items","PRT","Portugal","GY","Growth on the same period of the previous year","M","Monthly","2018-03","Mar-2018","PC","Percentage","0","Units",,,0.688362283605266,,
"CPALTT01","Consumer prices: all items","PRT","Portugal","GY","Growth on the same period of the previous year","M","Monthly","2018-04","Apr-2018","PC","Percentage","0","Units",,,0.396545220662909,,
"CPALTT01","Consumer prices: all items","PRT","Portugal","GY","Growth on the same period of the previous year","M","Monthly","2018-05","May-2018","PC","Percentage","0","Units",,,1.04315116966718,,
"CPALTT01","Consumer prices: all items","PRT","Portugal","GY","Growth on the same period of the previous year","M","Monthly","2018-06","Jun-2018","PC","Percentage","0","Units",,,1.51653785504314,,
"CPALTT01","Consumer prices: all items","PRT","Portugal","GY","Growth on the same period of the previous year","M","Monthly","2018-07","Jul-2018","PC","Percentage","0","Units",,,1.57572906867357,,
"CPALTT01","Consumer prices: all items","PRT","Portugal","GY","Growth on the same period of the previous year","M","Monthly","2018-08","Aug-2018","PC","Percentage","0","Units",,,1.21697891353768,,
"CPALTT01","Consumer prices: all items","PRT","Portugal","GY","Growth on the same period of the previous year","M","Monthly","2018-09","Sep-2018","PC","Percentage","0","Units",,,1.39774613435834,,
"CPALTT01","Consumer prices: all items","PRT","Portugal","GY","Growth on the same period of the previous year","M","Monthly","2018-10","Oct-2018","PC","Percentage","0","Units",,,0.95861788775175,,
"CPALTT01","Consumer prices: all items","PRT","Portugal","GY","Growth on the same period of the previous year","M","Monthly","2018-11","Nov-2018","PC","Percentage","0","Units",,,0.858102467529941,,
"CPALTT01","Consumer prices: all items","PRT","Portugal","GY","Growth on the same period of the previous year","M","Monthly","2018-12","Dec-2018","PC","Percentage","0","Units",,,0.664245343484748,,
"CPALTT01","Consumer prices: all items","PRT","Portugal","GY","Growth on the same period of the previous year","M","Monthly","2019-01","Jan-2019","PC","Percentage","0","Units",,,0.475835410003327,,
"CPALTT01","Consumer prices: all items","PRT","Portugal","GY","Growth on the same period of the previous year","M","Monthly","2019-02","Feb-2019","PC","Percentage","0","Units",,,0.939407708872532,,
"CPALTT01","Consumer prices: all items","PRT","Portugal","GY","Growth on the same period of the previous year","M","Monthly","2019-03","Mar-2019","PC","Percentage","0","Units",,,0.84657008203877,,
"CPALTT01","Consumer prices: all items","PRT","Portugal","GY","Growth on the same period of the previous year","M","Monthly","2019-04","Apr-2019","PC","Percentage","0","Units",,,0.770690635145419,,
"CPALTT01","Consumer prices: all items","PRT","Portugal","GY","Growth on the same period of the previous year","M","Monthly","2019-05","May-2019","PC","Percentage","0","Units",,,0.421204125689624,,
"CPALTT01","Consumer prices: all items","PRT","Portugal","GY","Growth on the same period of the previous year","M","Monthly","2019-06","Jun-2019","PC","Percentage","0","Units",,,0.387373911709414,,
"CPALTT01","Consumer prices: all items","PRT","Portugal","GY","Growth on the same period of the previous year","M","Monthly","2019-07","Jul-2019","PC","Percentage","0","Units",,,-0.315466543181293,,
"CPALTT01","Consumer prices: all items","PRT","Portugal","GY","Growth on the same period of the previous year","M","Monthly","2019-08","Aug-2019","PC","Percentage","0","Units",,,-0.0851904199500486,,
"CPALTT01","Consumer prices: all items","PRT","Portugal","GY","Growth on the same period of the previous year","M","Monthly","2019-09","Sep-2019","PC","Percentage","0","Units",,,-0.112001378478493,,
"CPALTT01","Consumer prices: all items","PRT","Portugal","GY","Growth on the same period of the previous year","M","Monthly","2019-10","Oct-2019","PC","Percentage","0","Units",,,0.0153302225756887,,
"CPALTT01","Consumer prices: all items","PRT","Portugal","GY","Growth on the same period of the previous year","M","Monthly","2019-11","Nov-2019","PC","Percentage","0","Units",,,0.316644530422912,,
"CPALTT01","Consumer prices: all items","PRT","Portugal","GY","Growth on the same period of the previous year","M","Monthly","2019-12","Dec-2019","PC","Percentage","0","Units",,,0.419649231125458,,
"CPALTT01","Consumer prices: all items","PRT","Portugal","GY","Growth on the same period of the previous year","M","Monthly","2020-01","Jan-2020","PC","Percentage","0","Units",,,0.799718780209164,,
"CPALTT01","Consumer prices: all items","PRT","Portugal","GY","Growth on the same period of the previous year","M","Monthly","2020-02","Feb-2020","PC","Percentage","0","Units",,,0.37970347898418,,
"CPALTT01","Consumer prices: all items","PRT","Portugal","GY","Growth on the same period of the previous year","M","Monthly","2020-03","Mar-2020","PC","Percentage","0","Units",,,0.0471176498870044,,
"CPALTT01","Consumer prices: all items","PRT","Portugal","GY","Growth on the same period of the previous year","M","Monthly","2020-04","Apr-2020","PC","Percentage","0","Units",,,-0.218922975440473,,
"CPALTT01","Consumer prices: all items","PRT","Portugal","GY","Growth on the same period of the previous year","M","Monthly","2020-05","May-2020","PC","Percentage","0","Units",,,-0.724222273178935,,
"CPALTT01","Consumer prices: all items","PRT","Portugal","GY","Growth on the same period of the previous year","M","Monthly","2020-06","Jun-2020","PC","Percentage","0","Units",,,0.125124169022689,,
"CPALTT01","Consumer prices: all items","PRT","Portugal","GY","Growth on the same period of the previous year","M","Monthly","2020-07","Jul-2020","PC","Percentage","0","Units",,,0.142264030427076,,
"CPALTT01","Consumer prices: all items","PRT","Portugal","GY","Growth on the same period of the previous year","M","Monthly","2020-08","Aug-2020","PC","Percentage","0","Units",,,-0.0116267803507561,,
"CPALTT01","Consumer prices: all items","PRT","Portugal","GY","Growth on the same period of the previous year","M","Monthly","2020-09","Sep-2020","PC","Percentage","0","Units",,,-0.139919115251181,,
"CPALTT01","Consumer prices: all items","PRT","Portugal","GY","Growth on the same period of the previous year","M","Monthly","2020-10","Oct-2020","PC","Percentage","0","Units",,,-0.0718494036499616,,
"CPALTT01","Consumer prices: all items","PRT","Portugal","GY","Growth on the same period of the previous year","M","Monthly","2020-11","Nov-2020","PC","Percentage","0","Units",,,-0.220663718087703,,
"CPALTT01","Consumer prices: all items","PRT","Portugal","GY","Growth on the same period of the previous year","M","Monthly","2020-12","Dec-2020","PC","Percentage","0","Units",,,-0.229602374799479,,
"CPALTT01","Consumer prices: all items","PRT","Portugal","GY","Growth on the same period of the previous year","M","Monthly","2021-01","Jan-2021","PC","Percentage","0","Units",,,0.301269010946411,,
"CPALTT01","Consumer prices: all items","PRT","Portugal","GY","Growth on the same period of the previous year","M","Monthly","2021-02","Feb-2021","PC","Percentage","0","Units",,,0.48160822048687,,
"CPALTT01","Consumer prices: all items","PRT","Portugal","GY","Growth on the same period of the previous year","M","Monthly","2021-03","Mar-2021","PC","Percentage","0","Units",,,0.454615355042074,,
"CPALTT01","Consumer prices: all items","PRT","Portugal","GY","Growth on the same period of the previous year","M","Monthly","2021-04","Apr-2021","PC","Percentage","0","Units",,,0.552819667733341,,
"CPALTT01","Consumer prices: all items","PRT","Portugal","GY","Growth on the same period of the previous year","M","Monthly","2021-05","May-2021","PC","Percentage","0","Units",,,1.24439397147422,,
"CPALTT01","Consumer prices: all items","PRT","Portugal","GY","Growth on the same period of the previous year","M","Monthly","2021-06","Jun-2021","PC","Percentage","0","Units",,,0.507502838009303,,
"CPALTT01","Consumer prices: all items","PRT","Portugal","GY","Growth on the same period of the previous year","M","Monthly","2021-07","Jul-2021","PC","Percentage","0","Units",,,1.46604043449689,,
"CPALTT01","Consumer prices: all items","PRT","Portugal","GY","Growth on the same period of the previous year","M","Monthly","2021-08","Aug-2021","PC","Percentage","0","Units",,,1.53588247834262,,
"CPALTT01","Consumer prices: all items","PRT","Portugal","GY","Growth on the same period of the previous year","M","Monthly","2021-09","Sep-2021","PC","Percentage","0","Units",,,1.47888675623799,,
"CPALTT01","Consumer prices: all items","PRT","Portugal","GY","Growth on the same period of the previous year","M","Monthly","2021-10","Oct-2021","PC","Percentage","0","Units",,,1.83108043332375,,
"CPALTT01","Consumer prices: all items","PRT","Portugal","GY","Growth on the same period of the previous year","M","Monthly","2021-11","Nov-2021","PC","Percentage","0","Units",,,2.58362900356726,,
"CPALTT01","Consumer prices: all items","PRT","Portugal","GY","Growth on the same period of the previous year","M","Monthly","2021-12","Dec-2021","PC","Percentage","0","Units",,,2.74423710208562,,
"CPALTT01","Consumer prices: all items","PRT","Portugal","GY","Growth on the same period of the previous year","M","Monthly","2022-01","Jan-2022","PC","Percentage","0","Units",,,3.33973981321411,,
"CPALTT01","Consumer prices: all items","PRT","Portugal","GY","Growth on the same period of the previous year","M","Monthly","2022-02","Feb-2022","PC","Percentage","0","Units",,,4.19435900918821,,
"CPALTT01","Consumer prices: all items","PRT","Portugal","GY","Growth on the same period of the previous year","M","Monthly","2022-03","Mar-2022","PC","Percentage","0","Units",,,5.33119014131672,,
"CPALTT01","Consumer prices: all items","PRT","Portugal","GY","Growth on the same period of the previous year","M","Monthly","2022-04","Apr-2022","PC","Percentage","0","Units",,,7.20431439433643,,
"CPALTT01","Consumer prices: all items","PRT","Portugal","GY","Growth on the same period of the previous year","M","Monthly","2022-05","May-2022","PC","Percentage","0","Units",,,7.99912546697213,,
"CPALTT01","Consumer prices: all items","PRT","Portugal","GY","Growth on the same period of the previous year","M","Monthly","2022-06","Jun-2022","PC","Percentage","0","Units",,,8.72730378989928,,
"CPALTT01","Consumer prices: all items","PRT","Portugal","GY","Growth on the same period of the previous year","M","Monthly","2022-07","Jul-2022","PC","Percentage","0","Units",,,9.06060404026935,,
"CPALTT01","Consumer prices: all items","PRT","Portugal","GY","Growth on the same period of the previous year","M","Monthly","2022-08","Aug-2022","PC","Percentage","0","Units",,,8.94419896357234,,
"CPALTT01","Consumer prices: all items","PRT","Portugal","GY","Growth on the same period of the previous year","M","Monthly","2022-09","Sep-2022","PC","Percentage","0","Units",,,9.28116813724102,,
"CPALTT01","Consumer prices: all items","PRT","Portugal","GY","Growth on the same period of the previous year","M","Monthly","2022-10","Oct-2022","PC","Percentage","0","Units",,,10.139333458859,,
"CPALTT01","Consumer prices: all items","PRT","Portugal","GY","Growth on the same period of the previous year","M","Monthly","2022-11","Nov-2022","PC","Percentage","0","Units",,,9.936450209958,,
"CPALTT01","Consumer prices: all items","PRT","Portugal","GY","Growth on the same period of the previous year","M","Monthly","2022-12","Dec-2022","PC","Percentage","0","Units",,,9.59289248762933,,
"CPALTT01","Consumer prices: all items","PRT","Portugal","GY","Growth on the same period of the previous year","M","Monthly","2023-01","Jan-2023","PC","Percentage","0","Units",,,8.36269497845774,,
"CPALTT01","Consumer prices: all items","PRT","Portugal","GY","Growth on the same period of the previous year","M","Monthly","2023-02","Feb-2023","PC","Percentage","0","Units",,,8.24750907905765,,
"CPALTT01","Consumer prices: all items","PRT","Portugal","GY","Growth on the same period of the previous year","M","Monthly","2023-03","Mar-2023","PC","Percentage","0","Units",,,7.43126016223239,,
"CPALTT01","Consumer prices: all items","SVK","Slovak Republic","GY","Growth on the same period of the previous year","M","Monthly","2018-01","Jan-2018","PC","Percentage","0","Units",,,2.44798041615668,,
"CPALTT01","Consumer prices: all items","SVK","Slovak Republic","GY","Growth on the same period of the previous year","M","Monthly","2018-02","Feb-2018","PC","Percentage","0","Units",,,2.13154689403164,,
"CPALTT01","Consumer prices: all items","SVK","Slovak Republic","GY","Growth on the same period of the previous year","M","Monthly","2018-03","Mar-2018","PC","Percentage","0","Units",,,2.43902439024388,,
"CPALTT01","Consumer prices: all items","SVK","Slovak Republic","GY","Growth on the same period of the previous year","M","Monthly","2018-04","Apr-2018","PC","Percentage","0","Units",,,2.92326431181486,,
"CPALTT01","Consumer prices: all items","SVK","Slovak Republic","GY","Growth on the same period of the previous year","M","Monthly","2018-05","May-2018","PC","Percentage","0","Units",,,2.67314702308628,,
"CPALTT01","Consumer prices: all items","SVK","Slovak Republic","GY","Growth on the same period of the previous year","M","Monthly","2018-06","Jun-2018","PC","Percentage","0","Units",,,2.79465370595384,,
"CPALTT01","Consumer prices: all items","SVK","Slovak Republic","GY","Growth on the same period of the previous year","M","Monthly","2018-07","Jul-2018","PC","Percentage","0","Units",,,2.61080752884031,,
"CPALTT01","Consumer prices: all items","SVK","Slovak Republic","GY","Growth on the same period of the previous year","M","Monthly","2018-08","Aug-2018","PC","Percentage","0","Units",,,2.85367334547663,,
"CPALTT01","Consumer prices: all items","SVK","Slovak Republic","GY","Growth on the same period of the previous year","M","Monthly","2018-09","Sep-2018","PC","Percentage","0","Units",,,2.72727272727274,,
"CPALTT01","Consumer prices: all items","SVK","Slovak Republic","GY","Growth on the same period of the previous year","M","Monthly","2018-10","Oct-2018","PC","Percentage","0","Units",,,2.4773413897281,,
"CPALTT01","Consumer prices: all items","SVK","Slovak Republic","GY","Growth on the same period of the previous year","M","Monthly","2018-11","Nov-2018","PC","Percentage","0","Units",,,2.10843373493976,,
"CPALTT01","Consumer prices: all items","SVK","Slovak Republic","GY","Growth on the same period of the previous year","M","Monthly","2018-12","Dec-2018","PC","Percentage","0","Units",,,1.9879518072289,,
"CPALTT01","Consumer prices: all items","SVK","Slovak Republic","GY","Growth on the same period of the previous year","M","Monthly","2019-01","Jan-2019","PC","Percentage","0","Units",,,2.21027479091994,,
"CPALTT01","Consumer prices: all items","SVK","Slovak Republic","GY","Growth on the same period of the previous year","M","Monthly","2019-02","Feb-2019","PC","Percentage","0","Units",,,2.26595110316044,,
"CPALTT01","Consumer prices: all items","SVK","Slovak Republic","GY","Growth on the same period of the previous year","M","Monthly","2019-03","Mar-2019","PC","Percentage","0","Units",,,2.67857142857144,,
"CPALTT01","Consumer prices: all items","SVK","Slovak Republic","GY","Growth on the same period of the previous year","M","Monthly","2019-04","Apr-2019","PC","Percentage","0","Units",,,2.30769230769232,,
"CPALTT01","Consumer prices: all items","SVK","Slovak Republic","GY","Growth on the same period of the previous year","M","Monthly","2019-05","May-2019","PC","Percentage","0","Units",,,2.66272189349113,,
"CPALTT01","Consumer prices: all items","SVK","Slovak Republic","GY","Growth on the same period of the previous year","M","Monthly","2019-06","Jun-2019","PC","Percentage","0","Units",,,2.60047281323876,,
"CPALTT01","Consumer prices: all items","SVK","Slovak Republic","GY","Growth on the same period of the previous year","M","Monthly","2019-07","Jul-2019","PC","Percentage","0","Units",,,2.84023668639053,,
"CPALTT01","Consumer prices: all items","SVK","Slovak Republic","GY","Growth on the same period of the previous year","M","Monthly","2019-08","Aug-2019","PC","Percentage","0","Units",,,2.83353010625736,,
"CPALTT01","Consumer prices: all items","SVK","Slovak Republic","GY","Growth on the same period of the previous year","M","Monthly","2019-09","Sep-2019","PC","Percentage","0","Units",,,2.89085545722714,,
"CPALTT01","Consumer prices: all items","SVK","Slovak Republic","GY","Growth on the same period of the previous year","M","Monthly","2019-10","Oct-2019","PC","Percentage","0","Units",,,2.77122641509434,,
"CPALTT01","Consumer prices: all items","SVK","Slovak Republic","GY","Growth on the same period of the previous year","M","Monthly","2019-11","Nov-2019","PC","Percentage","0","Units",,,2.94985250737463,,
"CPALTT01","Consumer prices: all items","SVK","Slovak Republic","GY","Growth on the same period of the previous year","M","Monthly","2019-12","Dec-2019","PC","Percentage","0","Units",,,2.95333727111638,,
"CPALTT01","Consumer prices: all items","SVK","Slovak Republic","GY","Growth on the same period of the previous year","M","Monthly","2020-01","Jan-2020","PC","Percentage","0","Units",,,3.03915838690825,,
"CPALTT01","Consumer prices: all items","SVK","Slovak Republic","GY","Growth on the same period of the previous year","M","Monthly","2020-02","Feb-2020","PC","Percentage","0","Units",,,2.91545189504373,,
"CPALTT01","Consumer prices: all items","SVK","Slovak Republic","GY","Growth on the same period of the previous year","M","Monthly","2020-03","Mar-2020","PC","Percentage","0","Units",,,2.31884057971015,,
"CPALTT01","Consumer prices: all items","SVK","Slovak Republic","GY","Growth on the same period of the previous year","M","Monthly","2020-04","Apr-2020","PC","Percentage","0","Units",,,2.08212839791787,,
"CPALTT01","Consumer prices: all items","SVK","Slovak Republic","GY","Growth on the same period of the previous year","M","Monthly","2020-05","May-2020","PC","Percentage","0","Units",,,1.95965417867435,,
"CPALTT01","Consumer prices: all items","SVK","Slovak Republic","GY","Growth on the same period of the previous year","M","Monthly","2020-06","Jun-2020","PC","Percentage","0","Units",,,1.7857142857143,,
"CPALTT01","Consumer prices: all items","SVK","Slovak Republic","GY","Growth on the same period of the previous year","M","Monthly","2020-07","Jul-2020","PC","Percentage","0","Units",,,1.7836593785961,,
"CPALTT01","Consumer prices: all items","SVK","Slovak Republic","GY","Growth on the same period of the previous year","M","Monthly","2020-08","Aug-2020","PC","Percentage","0","Units",,,1.43513203214697,,
"CPALTT01","Consumer prices: all items","SVK","Slovak Republic","GY","Growth on the same period of the previous year","M","Monthly","2020-09","Sep-2020","PC","Percentage","0","Units",,,1.37614678899084,,
"CPALTT01","Consumer prices: all items","SVK","Slovak Republic","GY","Growth on the same period of the previous year","M","Monthly","2020-10","Oct-2020","PC","Percentage","0","Units",,,1.54905335628225,,
"CPALTT01","Consumer prices: all items","SVK","Slovak Republic","GY","Growth on the same period of the previous year","M","Monthly","2020-11","Nov-2020","PC","Percentage","0","Units",,,1.48997134670486,,
"CPALTT01","Consumer prices: all items","SVK","Slovak Republic","GY","Growth on the same period of the previous year","M","Monthly","2020-12","Dec-2020","PC","Percentage","0","Units",,,1.54905335628225,,
"CPALTT01","Consumer prices: all items","SVK","Slovak Republic","GY","Growth on the same period of the previous year","M","Monthly","2021-01","Jan-2021","PC","Percentage","0","Units",,,0.737379466817906,,
"CPALTT01","Consumer prices: all items","SVK","Slovak Republic","GY","Growth on the same period of the previous year","M","Monthly","2021-02","Feb-2021","PC","Percentage","0","Units",,,0.849858356940506,,
"CPALTT01","Consumer prices: all items","SVK","Slovak Republic","GY","Growth on the same period of the previous year","M","Monthly","2021-03","Mar-2021","PC","Percentage","0","Units",,,1.35977337110483,,
"CPALTT01","Consumer prices: all items","SVK","Slovak Republic","GY","Growth on the same period of the previous year","M","Monthly","2021-04","Apr-2021","PC","Percentage","0","Units",,,1.58640226628895,,
"CPALTT01","Consumer prices: all items","SVK","Slovak Republic","GY","Growth on the same period of the previous year","M","Monthly","2021-05","May-2021","PC","Percentage","0","Units",,,2.20463538722441,,
"CPALTT01","Consumer prices: all items","SVK","Slovak Republic","GY","Growth on the same period of the previous year","M","Monthly","2021-06","Jun-2021","PC","Percentage","0","Units",,,2.88624787775893,,
"CPALTT01","Consumer prices: all items","SVK","Slovak Republic","GY","Growth on the same period of the previous year","M","Monthly","2021-07","Jul-2021","PC","Percentage","0","Units",,,3.27868852459016,,
"CPALTT01","Consumer prices: all items","SVK","Slovak Republic","GY","Growth on the same period of the previous year","M","Monthly","2021-08","Aug-2021","PC","Percentage","0","Units",,,3.79173740803623,,
"CPALTT01","Consumer prices: all items","SVK","Slovak Republic","GY","Growth on the same period of the previous year","M","Monthly","2021-09","Sep-2021","PC","Percentage","0","Units",,,4.58144796380089,,
"CPALTT01","Consumer prices: all items","SVK","Slovak Republic","GY","Growth on the same period of the previous year","M","Monthly","2021-10","Oct-2021","PC","Percentage","0","Units",,,5.08474576271188,,
"CPALTT01","Consumer prices: all items","SVK","Slovak Republic","GY","Growth on the same period of the previous year","M","Monthly","2021-11","Nov-2021","PC","Percentage","0","Units",,,5.59006211180126,,
"CPALTT01","Consumer prices: all items","SVK","Slovak Republic","GY","Growth on the same period of the previous year","M","Monthly","2021-12","Dec-2021","PC","Percentage","0","Units",,,5.81920903954804,,
"CPALTT01","Consumer prices: all items","SVK","Slovak Republic","GY","Growth on the same period of the previous year","M","Monthly","2022-01","Jan-2022","PC","Percentage","0","Units",,,8.36711711711712,,
"CPALTT01","Consumer prices: all items","SVK","Slovak Republic","GY","Growth on the same period of the previous year","M","Monthly","2022-02","Feb-2022","PC","Percentage","0","Units",,,9.04494382022471,,
"CPALTT01","Consumer prices: all items","SVK","Slovak Republic","GY","Growth on the same period of the previous year","M","Monthly","2022-03","Mar-2022","PC","Percentage","0","Units",,,10.3968697596422,,
"CPALTT01","Consumer prices: all items","SVK","Slovak Republic","GY","Growth on the same period of the previous year","M","Monthly","2022-04","Apr-2022","PC","Percentage","0","Units",,,11.7122141662019,,
"CPALTT01","Consumer prices: all items","SVK","Slovak Republic","GY","Growth on the same period of the previous year","M","Monthly","2022-05","May-2022","PC","Percentage","0","Units",,,12.5553097345133,,
"CPALTT01","Consumer prices: all items","SVK","Slovak Republic","GY","Growth on the same period of the previous year","M","Monthly","2022-06","Jun-2022","PC","Percentage","0","Units",,,13.2563256325633,,
"CPALTT01","Consumer prices: all items","SVK","Slovak Republic","GY","Growth on the same period of the previous year","M","Monthly","2022-07","Jul-2022","PC","Percentage","0","Units",,,13.6288998357964,,
"CPALTT01","Consumer prices: all items","SVK","Slovak Republic","GY","Growth on the same period of the previous year","M","Monthly","2022-08","Aug-2022","PC","Percentage","0","Units",,,14.0676117775354,,
"CPALTT01","Consumer prices: all items","SVK","Slovak Republic","GY","Growth on the same period of the previous year","M","Monthly","2022-09","Sep-2022","PC","Percentage","0","Units",,,14.1698215251487,,
"CPALTT01","Consumer prices: all items","SVK","Slovak Republic","GY","Growth on the same period of the previous year","M","Monthly","2022-10","Oct-2022","PC","Percentage","0","Units",,,14.8924731182796,,
"CPALTT01","Consumer prices: all items","SVK","Slovak Republic","GY","Growth on the same period of the previous year","M","Monthly","2022-11","Nov-2022","PC","Percentage","0","Units",,,15.3475935828877,,
"CPALTT01","Consumer prices: all items","SVK","Slovak Republic","GY","Growth on the same period of the previous year","M","Monthly","2022-12","Dec-2022","PC","Percentage","0","Units",,,15.3764014949279,,
"CPALTT01","Consumer prices: all items","SVK","Slovak Republic","GY","Growth on the same period of the previous year","M","Monthly","2023-01","Jan-2023","PC","Percentage","0","Units",,,15.192767328276,,
"CPALTT01","Consumer prices: all items","SVK","Slovak Republic","GY","Growth on the same period of the previous year","M","Monthly","2023-02","Feb-2023","PC","Percentage","0","Units",,,15.4044307058218,,
"CPALTT01","Consumer prices: all items","SVK","Slovak Republic","GY","Growth on the same period of the previous year","M","Monthly","2023-03","Mar-2023","PC","Percentage","0","Units",,,14.7341772151899,,
"CPALTT01","Consumer prices: all items","ESP","Spain","GY","Growth on the same period of the previous year","M","Monthly","2018-01","Jan-2018","PC","Percentage","0","Units",,,0.574998150281697,,
"CPALTT01","Consumer prices: all items","ESP","Spain","GY","Growth on the same period of the previous year","M","Monthly","2018-02","Feb-2018","PC","Percentage","0","Units",,,1.07352363979675,,
"CPALTT01","Consumer prices: all items","ESP","Spain","GY","Growth on the same period of the previous year","M","Monthly","2018-03","Mar-2018","PC","Percentage","0","Units",,,1.21380598202635,,
"CPALTT01","Consumer prices: all items","ESP","Spain","GY","Growth on the same period of the previous year","M","Monthly","2018-04","Apr-2018","PC","Percentage","0","Units",,,1.0793030245707,,
"CPALTT01","Consumer prices: all items","ESP","Spain","GY","Growth on the same period of the previous year","M","Monthly","2018-05","May-2018","PC","Percentage","0","Units",,,2.05158942974016,,
"CPALTT01","Consumer prices: all items","ESP","Spain","GY","Growth on the same period of the previous year","M","Monthly","2018-06","Jun-2018","PC","Percentage","0","Units",,,2.27459059471504,,
"CPALTT01","Consumer prices: all items","ESP","Spain","GY","Growth on the same period of the previous year","M","Monthly","2018-07","Jul-2018","PC","Percentage","0","Units",,,2.24593044177727,,
"CPALTT01","Consumer prices: all items","ESP","Spain","GY","Growth on the same period of the previous year","M","Monthly","2018-08","Aug-2018","PC","Percentage","0","Units",,,2.18865532903772,,
"CPALTT01","Consumer prices: all items","ESP","Spain","GY","Growth on the same period of the previous year","M","Monthly","2018-09","Sep-2018","PC","Percentage","0","Units",,,2.25971424052302,,
"CPALTT01","Consumer prices: all items","ESP","Spain","GY","Growth on the same period of the previous year","M","Monthly","2018-10","Oct-2018","PC","Percentage","0","Units",,,2.26204158395153,,
"CPALTT01","Consumer prices: all items","ESP","Spain","GY","Growth on the same period of the previous year","M","Monthly","2018-11","Nov-2018","PC","Percentage","0","Units",,,1.68596004035487,,
"CPALTT01","Consumer prices: all items","ESP","Spain","GY","Growth on the same period of the previous year","M","Monthly","2018-12","Dec-2018","PC","Percentage","0","Units",,,1.18411477284541,,
"CPALTT01","Consumer prices: all items","ESP","Spain","GY","Growth on the same period of the previous year","M","Monthly","2019-01","Jan-2019","PC","Percentage","0","Units",,,0.979475161056392,,
