Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2018-07-17,1262.4,1267.75,1257.38,1267.21,332466
2018-07-18,1261.52,1263.24,1256.98,1257.8,370284
2018-07-19,1258.33,1260.21,1256.49,1257.78,223626
2018-07-20,1259.35,1260.58,1256.93,1259.53,270946
2018-07-23,1261.02,1261.8,1258.36,1260.97,72579
2018-07-24,1261.37,1263.06,1259.32,1261.25,164355
2018-07-25,1262.49,1264.13,1258.56,1260.77,92360
2018-07-26,1265.45,1265.45,1257.91,1258.88,89198
2018-07-27,1258.47,1264.13,1258.47,1262.47,231301
2018-07-30,1259.99,1262.46,1257.87,1258.1,265092
2018-07-31,1258.76,1259.72,1256.31,1258.87,178631
2018-08-01,1254.99,1260.5,1254.38,1256.76,307626
2018-08-02,1256.6,1261.31,1256.6,1257.91,131861
2018-08-03,1257.72,1260.76,1255.73,1258.16,198023
2018-08-06,1259.35,1260.51,1256.38,1258.1,77515
2018-08-07,1257.12,1257.12,1243.03,1245.07,79759
2018-08-08,1245.72,1245.72,1238.58,1239.29,156340
2018-08-09,1238.75,1240.35,1232.88,1232.88,295700
2018-08-10,1233.94,1237.78,1233.76,1235.45,455915
2018-08-13,1228.07,1237.89,1227.31,1236.41,471763
2018-08-14,1235.66,1239.68,1235.44,1238.17,105657
2018-08-15,1238.8,1244.5,1238.13,1241.41,3525098
2018-08-16,1241.5,1241.5,1232.43,1233.12,97348
2018-08-17,1239.26,1239.96,1235.52,1237.45,478884
2018-08-21,1235.84,1236.45,1227.87,1228.46,206136
2018-08-22,1229.65,1229.65,1224.7,1224.7,150835
2018-08-23,1222.97,1228.16,1222.97,1225.5,211994
2018-08-24,1225.39,1226.95,1223.76,1224.93,172468
2018-08-27,1225.11,1229.8,1220.96,1224.36,144736
2018-08-28,1224,1224.88,1220.28,1220.28,225281
2018-08-29,1223.12,1223.21,1216.78,1217.79,118327
2018-08-30,1219.48,1225.99,1217.65,1225.99,166246
2018-08-31,1225.21,1229.38,1222.87,1224.13,150896
2018-09-03,1227.76,1229.24,1221.32,1225.52,180527
2018-09-04,1225.98,1226.46,1218.37,1225.51,191513
2018-09-05,1227.33,1227.33,1220.09,1221.42,413269
2018-09-06,1219.52,1225.98,1218.49,1224.42,321233
2018-09-07,1225.84,1228.01,1222.45,1226.34,227838
2018-09-10,1226.2,1227.59,1224.68,1227.42,78767
2018-09-11,1226.54,1226.54,1218.62,1221.71,343843
2018-09-12,1222.28,1224,1216.83,1217.3,1850305
2018-09-13,1217.41,1220.04,1215.86,1218.48,155199
2018-09-14,1218.15,1220.67,1213.92,1213.92,410928
2018-09-17,1214.41,1217.77,1210.59,1211.7,93864
2018-09-18,1214.85,1219.21,1212.01,1212.61,133158
2018-09-19,1213.59,1215.69,1204.7,1207.54,199331
2018-09-20,1210.76,1218.46,1208.84,1218.46,926411
2018-09-21,1218.25,1219.94,1215.42,1219.94,460662
2018-09-24,1218.73,1222.95,1215.85,1218.46,237588
2018-09-25,1216.67,1218.61,1213.84,1214.75,422250
2018-09-26,1216.52,1219.24,1213.21,1214.21,532366
2018-09-27,1216.49,1218.53,1214.06,1214.2,193535
2018-09-28,1214.3,1215.84,1211.9,1215.84,118754
2018-10-01,1215.91,1226.53,1215.91,1218.55,638282
2018-10-02,1224,1225.72,1218.31,1218.54,469014
2018-10-03,1219.07,1224.04,1218.08,1222.15,130747
2018-10-04,1223.28,1224.94,1221.61,1222.05,170163
2018-10-05,1224.55,1224.68,1216.75,1219.02,143342
2018-10-08,1218.46,1220.38,1213.43,1213.43,319077
2018-10-09,1215.98,1215.98,1207.27,1209.72,417086
2018-10-10,1213.92,1233.76,1213.92,1224.44,862177
2018-10-11,1222.28,1222.28,1199.49,1203.47,477189
2018-10-12,1199.53,1216.38,1199.53,1213.31,573117
2018-10-15,1215.89,1222.99,1215.51,1218.76,330817
2018-10-16,1219.92,1224.15,1219.92,1221.64,241206
2018-10-17,1220.85,1227.29,1220.85,1226.39,122926
2018-10-18,1226.65,1233.81,1226.32,1231.5,311804
2018-10-19,1231,1232.41,1227.21,1229.16,417123
2018-10-22,1228.46,1229.89,1223.51,1225.28,144978
2018-10-23,1223.31,1223.79,1210.04,1210.35,269636
2018-10-24,1207.65,1208.76,1204.62,1207.65,199926
2018-10-25,1198.13,1198.75,1190.18,1194.11,463991
2018-10-26,1195.92,1197.49,1189.43,1192.33,222556
2018-10-29,1195.85,1197.03,1191.41,1191.73,532573
2018-10-30,1191.9,1194.85,1185.72,1187.61,1260604
2018-10-31,1186.59,1186.59,1177.32,1180.57,690114
2018-11-01,1182.04,1192.11,1181.91,1192.11,246953
